source,molecule_id,inchi_key,smiles,driven_bond,n_heavy,classes,substituents_equivalent,barrier_kcal_mol,odd_fraction,power_above_n3,rms_full,rms_even_only,rms_three_harmonics,rms_flat,phase_gain,minimum_shift_degrees,js_distance,power_n1,power_n2,power_n3,power_n4,power_n5,power_n6
torsionnet500,fragment_014,CTIYKSMODWCWDJ-UHFFFAOYSA-M,CNC(=O)/C=C/c1cccs1,2-3,11,conjugated,0,5.1252321088686585,4.649473468467912e-08,0.012810800477518498,0.014764669042533441,0.014768823766885559,0.18446348462031537,1.6245929460863369,4.1547243521174865e-06,0.4993065187239836,6.790915921506237e-05,0.02904995147106859,0.9453708512380152,0.012768396813397738,0.012810671234246628,1.0260043725270148e-07,2.664283461923588e-08
torsionnet500,fragment_015,JXYACYYPACQCDM-UHFFFAOYSA-N,NCC(=O)OCc1ccccc1,2-3,12,plain,0,8.376650235557463,0.00023378322121800737,0.0005383042777751065,0.03689493414960608,0.054048075249278335,0.07037871082757399,2.5834146345953455,0.017153141099672253,0.4993065187239836,0.015157018006017577,0.4974251539323595,0.3860193992548985,0.11601714253496684,0.00017414752821185927,0.0002486750637372776,0.00011548168582596956
torsionnet500,fragment_016,QAFJIJWLEBLXHH-UHFFFAOYSA-N,COC(=O)c1ccccc1F,2-3,11,anomeric|conjugated,0,2.842146226845216,5.033951861309271e-07,0.05035111671521005,0.013203142248575677,0.0132206788151995,0.21569262632903555,0.959525860393487,1.7536566623822802e-05,9.986130374479899,0.0004294864400815545,0.11492471207903437,0.8330046862051368,0.0017194850006187529,0.049895602072672844,0.00026692440809558877,0.00018859023444161793
torsionnet500,fragment_017,KYLGEGIDFVDQRG-UHFFFAOYSA-N,CN1CCc2cnc(N(C)C)nc2C1,2-3,14,anomeric|biaryl,0,11.432098567252979,0.1486759248902669,0.15488081775716042,0.7986850075525602,1.75938725298967,1.7882973962533344,4.1433615887951065,0.9607022454371097,0.4993065187239836,0.08524271804041877,1.1665632970541654e-05,0.845062580546346,4.4936063523049754e-05,0.10938654669251202,0.00034594810390445904,0.04514832296074395
torsionnet500,fragment_018,CQHZTBKPWGTHAR-UHFFFAOYSA-N,O=C1NCCCC[C@H]1Nc1ncccn1,2-3,15,gauche_effect|stereocentre_adjacent,0,9.39697082922794,0.7081794660156395,0.025647026355213605,0.14679291480307902,2.346501158324714,0.46922533179505327,2.786769017629595,2.199708243521635,23.966712898751666,0.5011421644164117,0.7259916143361134,0.11978212690168435,0.1285792324069887,0.02068123547742911,0.001677801657142477,0.0032879892206420175
torsionnet500,fragment_019,YAPHOLHGDRLHCI-UHFFFAOYSA-N,CN1CC(Oc2ccncn2)C1,2-3,12,plain,0,9.422245095600374,0.006137487209160474,0.005591231192685119,0.03977482242076858,0.22481763836252877,0.2149076327105164,2.824701799056287,0.1850428159417602,1.4979195561719791,0.03358682658880114,0.2903309909640881,0.7006193191511392,0.0034584586920876265,0.004237722936907185,0.0003630665669591848,0.0009904416888187491
torsionnet500,fragment_020,LINPWWYTVDILFA-UHFFFAOYSA-N,CN(C)C(=O)CCC1=NNCC=C1,2-3,13,conjugated,0,3.7401991533697583,0.05097252903693829,0.014214597373804873,0.031402767450398425,0.2576614371923478,0.13865425965336675,1.1331789698318577,0.22625866974194936,10.984743411927866,0.10011059688672518,0.6985427742139625,0.20641267703453642,0.08082995137769625,0.012218588967762845,0.0008050621660095867,0.0011909462400324416
torsionnet500,fragment_022,VVFCJVLORNFVHI-UHFFFAOYSA-N,CNCC(=O)c1ccccc1,2-3,11,biaryl,0,4.504738968913443,0.011763414209597102,0.01743941893795995,0.019087233764676557,0.1722920099139794,0.2093607706200783,1.5788781411332875,0.15320477614930283,1.9972260748959343,0.040252661452412256,3.2571915531961106e-05,0.9825253675812595,2.641565248693515e-06,0.01674872840684337,9.733455174176736e-06,0.0006809570759424018
torsionnet500,fragment_023,RYOPHGGZTKTXLU-UHFFFAOYSA-N,COC(C)(C)C(=O)N1CCOCC1,2-3,13,anomeric|conjugated,0,12.480018263158854,0.5843056219770694,0.0027128187457329984,0.26239331025273555,3.1824905157690404,0.3399324794370175,4.157503242717961,2.920097205516305,18.973647711511802,0.5971887572779135,0.8402239721637691,0.013758412385230016,0.14330479670526797,0.0015919278484189073,0.0009115857488422041,0.00020930514847188728
torsionnet500,fragment_026,PIDBTPFIHWKDAR-UHFFFAOYSA-N,CNC(=O)c1scnc1C,2-3,10,anomeric|conjugated,0,3.075700768851675,2.029712848379447e-05,0.17043425807272045,0.09338107711361901,0.09348940014821062,0.42272276830574856,1.0030067472682938,0.00010832303459161474,60.41608876560332,0.0009753057718522803,0.01232335365669792,0.8171863842418626,5.6004028719143337e-05,0.1580004365232931,0.011459521038232312,0.0009743005111950215
torsionnet500,fragment_027,GISPSVBIIRUSAH-UHFFFAOYSA-N,CCN(C)C(=S)NC,2-3,8,anomeric|conjugated,0,9.34819810593035,1.487091060033241e-06,0.05328982966418813,0.5536052382882303,0.5536144543247565,0.8198444418584958,2.6773711381859884,9.216036526260574e-06,0.0,0.0007927340563682575,0.004989710475216043,0.8545677971197707,0.08715266274082513,0.018596913640086168,0.03213884715275982,0.0025540688713421456
torsionnet500,fragment_028,BHTTVHNLGDAEGR-UHFFFAOYSA-N,CC(=O)NCc1cncnc1N,2-3,12,biaryl,0,8.686958152160514,4.4869690993557515e-06,0.10621149128355716,1.2522760998315237,1.252286110644874,1.4702700148461132,2.6750866873813655,1.0010813350280756e-05,0.0,0.0025910366645652038,0.013102774390819853,0.8209683279338621,0.05971740639176077,0.01866030573174065,0.07705948668986252,0.010491698861953978
torsionnet500,fragment_030,BRWDEYYRNRRCHQ-UHFFFAOYSA-N,CNC(=O)CS(C)(=O)=O,2-3,9,plain,0,5.172276908298954,0.11062352560523105,0.018376908842253643,0.0835977531240154,0.5406833864483019,0.23321931421734654,1.6082467004460128,0.45708563332428653,8.987517337031932,0.23763770733924325,0.028870812529241938,0.07273423621471635,0.8800180424137882,0.00451882232445218,0.011580964252562867,0.0022771222652385923
torsionnet500,fragment_031,FKWFLBVQSKIZHL-UHFFFAOYSA-N,C/N=C\NOCc1ccccc1,2-3,12,anomeric|conjugated,0,9.090116558538284,2.2305595374901866e-05,0.017677425888988837,0.1699662448014161,0.17047498995624885,0.4076146209616617,2.7917125590849725,0.0005087451548327626,0.0,0.0023746583860763185,0.6484361173133962,0.3321658825145733,0.0017205742830415675,0.017500679984353795,0.00015884748355270847,1.7898421082337212e-05
torsionnet500,fragment_032,ZDOYHCIRUPHUHN-UHFFFAOYSA-N,CC(=O)c1ccccc1Cl,2-3,10,conjugated,0,2.142875221092254,8.714683735729821e-07,0.07970086222314894,0.05187589484054562,0.05187904140143111,0.18041287310783524,0.6142581764480017,3.1465608854933103e-06,0.0,0.00028691233339139176,0.9153582862964262,0.0005274666457682684,0.004413384834656622,0.06440596752764284,0.0007705838093117569,0.014524310886194328
torsionnet500,fragment_033,UUOOAAOMPSUSQM-UHFFFAOYSA-N,CC(C)C(=O)N1CCN(C)C[C@H]1C,2-3,13,plain,0,5.421378616942093,0.6232010055137378,0.09759189979543254,0.12855899738757154,1.3936736044781473,0.5640064139695647,1.7625833488113214,1.2651146070905757,49.431345353675454,0.4470470107496612,0.7118444715534122,0.0571504313932899,0.13341319725786538,0.01977168686344274,0.07684147221945199,0.0009787407125378177
torsionnet500,fragment_035,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,CCOCCO,2-3,6,plain,0,5.895222962339176,3.722708296415305e-08,0.004791979435251459,0.046444167385620586,0.04644540666896753,0.13028889012529646,1.7591007359263617,1.2392833469432318e-06,123.32871012482661,0.00010002055162948334,0.04958371090862486,0.16330355363578108,0.7823207560203423,0.004342546646638709,7.760540795593348e-05,0.000371827380656816
torsionnet500,fragment_037,KGZOHEABROEANP-UHFFFAOYSA-N,CC(=O)NCCC(=O)N(C)C,2-3,11,anomeric|conjugated,0,11.938711945607793,0.007948322904089939,0.02625245654489753,0.2865243695947371,0.398451141848003,0.5790677005301703,3.118940711326386,0.11192677225326592,5.991678224687945,0.15873320791322199,0.5028478496783817,0.2506820280759527,0.22021766570076812,0.003225670315266602,0.020115344041801635,0.002911442187829293
torsionnet500,fragment_039,DDAHODSRFCRULG-UHFFFAOYSA-N,COCOc1ccccc1,2-3,10,conjugated,1,7.096136112173554,9.805171086491102e-10,0.010516014668870319,0.02812434644066942,0.028124412925006025,0.2022343404137704,1.9531409481232465,6.648433660549902e-08,0.0,3.7116433250816206e-05,0.11267103794380208,0.5794628206892173,0.29735012669811045,0.00898951816391565,0.00011588540697584286,0.001410611097978827
torsionnet500,fragment_040,ABSNGNUGFQIDDO-UHFFFAOYSA-N,NC(N)=NCc1ccccc1,2-3,11,anomeric|conjugated,1,3.603343545284588,0.07121973341959864,0.014787680763898189,0.02156154113964616,0.27308305240847286,0.1259070557206524,1.0203134862164214,0.2515215112688267,4.493758668515966,0.10748313945018652,0.23536637305000907,0.30457710543158995,0.4452688407545026,0.0091854764387872,0.005149316504780345,0.00045288782033064257
torsionnet500,fragment_042,MRIVMQZIMUQUOM-UHFFFAOYSA-N,CN[C@H](CC(C)=O)c1ccccc1,2-3,13,biaryl|stereocentre_adjacent,0,4.956927338556852,0.4809007998629118,0.03475497656590197,0.16490978326949118,1.1652560739902365,0.3512269571628121,1.6715684566141313,1.0003462907207452,167.26768377253813,0.33229996726156025,0.00021405680878594125,0.9641218158713936,0.0009091507539185318,0.030508984149665932,0.00014856591824849693,0.0040974264979875405
torsionnet500,fragment_044,DMORLWUYAVTAPC-UHFFFAOYSA-N,CN(C)CC(=O)N1CCCCC1,2-3,12,plain,0,7.636432494095061,0.17967587938251012,0.03079094700676871,0.24675438421588283,1.0548269642305368,0.49104917570847895,2.431996550869594,0.808072580014654,11.983356449375833,0.3255703592599632,0.2155982262938682,0.019729676854154856,0.7338811498452082,0.003076979987828336,0.013443060235684619,0.014270906783255755
torsionnet500,fragment_046,RTSZFAOSHRDVRO-UHFFFAOYSA-N,C[C@@H]1CCCCN1C(=O)COc1ccccc1,2-3,17,gauche_effect,0,7.439222658169456,0.10482167548229034,0.05598070127279484,0.31827738861280663,0.6895487049859657,0.54875507049741,1.915973031514238,0.371271316373159,126.82385575589456,0.1692990385713134,0.029225704636937567,0.37426859421212694,0.5405249998781407,0.015958438322395862,0.039421428706483415,0.0006008342439155655
torsionnet500,fragment_047,DJPUPJYXAORZND-UHFFFAOYSA-N,COC(=O)/N=C(\N)c1ccccc1,2-3,13,anomeric|conjugated,0,6.413423197052907,7.39047285700215e-08,0.0014622323248937408,0.04434087496566353,0.04434469641972586,0.09312104919305027,2.141893010321836,3.821454062330476e-06,0.0,0.00028008324208897255,0.8232484884569037,0.15913998006091862,0.016149299157283973,0.0004303990583545293,0.0006354998172863528,0.0003963334492528585
torsionnet500,fragment_048,AGKPGIOZNCJFTQ-UHFFFAOYSA-N,CNc1ccccc1C(=O)c1ccccc1,2-3,16,biaryl,0,2.8882834159885533,5.652905532321917e-07,0.9527023173181087,0.20112797966648965,0.20112866383313585,0.7101223047660642,0.726154577365963,6.84166646197637e-07,0.0,0.0002082236855021491,0.014295134413324079,0.02344947151692084,0.009553076751646503,0.8561781762244018,0.0005718163122716437,0.09595232478143523
torsionnet500,fragment_050,WBMKXLWRCOWAHO-UHFFFAOYSA-N,CNC(=O)c1cnccc1OC,2-3,12,anomeric|conjugated,0,9.337659288954455,0.0020667749531594333,0.16074896613000342,0.40799781049826345,0.4253309432501551,1.1357369646694302,2.6749250547670878,0.017333132751891633,31.955617198335688,0.01065332431624886,0.660453247751133,0.0995867806004786,0.07921100551838511,0.15021316803362972,0.008750668522208767,0.0017851295741649195
torsionnet500,fragment_051,VHDKHXDKOZGPPK-UHFFFAOYSA-N,C[C@@H]1CCCCN1C(=O)c1ccccc1,2-3,15,biaryl,0,5.924887359491549,0.8106418775324471,0.19817084215265127,0.33913273398118754,1.2704865060072703,0.693894483338355,1.4015409692993726,0.9313537720260827,87.87794729542304,0.44736691280134006,0.37571659769863375,0.07047274889317957,0.3556398112555353,0.11363380274911135,0.07983160699535846,0.004705432408181474
torsionnet500,fragment_052,TWPJIFJPYGNEGH-UHFFFAOYSA-N,CC(=O)NC1=CCc2ccccc2O1,2-3,14,anomeric|conjugated,0,6.188616750121582,1.1325897408156423e-05,0.005830697551646965,0.03234302452575359,0.032937834699831726,0.14503806807371808,1.8518766645516849,0.000594810174078135,0.9986130374479671,0.002193816713072041,0.955989089558467,0.002306330035785148,0.035873882854100876,0.00541499443131368,0.00011904606381267483,0.00029665705652061054
torsionnet500,fragment_053,YZIHXNQZZHZVFY-UHFFFAOYSA-N,CC(=O)NCC1=CC=CCN1,2-3,11,conjugated,0,5.316282499406952,0.017592521050731003,0.05615797674353092,0.34062326759625056,0.41541310167884116,0.5445370936899112,1.824858317830524,0.0747898340825906,140.80443828016644,0.06526881331668974,0.09139465769445346,0.29715591947764713,0.5552914460843685,0.004957480303349792,0.03551495237306076,0.01568554406712037
torsionnet500,fragment_054,FFYCPMZXMYUTCD-UHFFFAOYSA-M,O=C(c1ccccc1)c1cccs1,2-3,13,conjugated,0,4.90427108714357,5.44268814761671e-07,0.06378847294211488,0.09341563333890675,0.09342317210043416,0.4169016739956075,1.611416489669021,7.538761527411952e-06,33.95284327323168,0.00034938894296617385,0.03385808459470119,0.8965668832880609,0.005786559175123028,0.06063480054423915,9.437300461444423e-05,0.003059299393261285
torsionnet500,fragment_055,NHTQYVUBDLWAOJ-UHFFFAOYSA-N,c1cnc(Nc2ncc3ccccc3n2)nc1,2-3,17,anomeric|conjugated,0,4.539413568680175,3.765148292644823e-06,0.1617865118523651,0.17638369588272487,0.17640102760635157,0.5420723845057726,1.2864871519048562,1.733172362669566e-05,0.4993065187239836,0.0014273344498814651,0.025733811764309503,0.8013721785727579,0.011107497810567536,0.13879651044441396,0.0002975706120826491,0.02269243079586849
torsionnet500,fragment_056,VCFJLSDQULHJEJ-UHFFFAOYSA-N,CCOc1ccc2c(c1)C=CCN2,2-3,13,plain,0,1.8000212495098822,0.0004309962508216332,0.11870494179833498,0.029719201333450417,0.03269920417257198,0.22828330259452423,0.6576152448141998,0.002980002839121563,0.4993065187239836,0.005279456231022616,0.0026737808220882934,0.878547161064405,7.411631517175621e-05,0.11606407641127592,0.0006300270129859655,0.002010838374073088
torsionnet500,fragment_058,XASFFOCTSLXGJZ-UHFFFAOYSA-N,O=C(CN1C(=O)CNC1=O)N1CCC=N1,2-3,15,conjugated,0,15.579532245348673,1.0983310864072262e-06,0.015200926483873726,0.20795329025860504,0.20802021382628016,0.6546213179320335,5.038785970564875,6.692356767512564e-05,0.0,0.0005200487383993715,0.4473250058811244,0.4808478969855696,0.05662617064943225,0.009730228401096188,0.005301082074257601,0.00016961600851993504
torsionnet500,fragment_059,JDYWBOIHWAIUGN-UHFFFAOYSA-N,CNc1ccccc1Oc1ccccc1Cl,2-3,16,biaryl,0,5.450009330408648,3.0770932777938004e-08,0.0029328957242494543,0.014772269318181333,0.01477504466178717,0.08963443034629837,1.6325437653591102,2.7753436058364916e-06,0.0,7.580627153024464e-05,0.5835950888228766,0.23483308317692228,0.1786389322759517,0.0020525891550059673,0.00016291300545370193,0.0007173935637897849
torsionnet500,fragment_060,XOGSJZBPWCWUCI-UHFFFAOYSA-N,CC(=O)N(C(C)C)C1CCCC1,2-3,12,plain,0,7.723030412918888,0.6266650613422634,0.03899350987036916,0.2372099801132691,1.8331938218873167,0.5117389536665471,2.308495337099546,1.5959838417740477,29.958391123439668,0.5780259354737918,0.2401105458281238,0.6259441208328734,0.09495182346863368,0.0016975172379396484,0.0008642426342206523,0.03643174999820886
torsionnet500,fragment_065,NXJMRIAKANWEQC-UHFFFAOYSA-N,CN1CCN(C(=O)CO)CC1,2-3,11,plain,0,7.3048181784688495,3.9130030925175193e-07,0.007002028941368843,0.10156657111323354,0.10157346721177632,0.18810466523075361,1.8948254117021779,6.896098542777396e-06,0.0,0.0003866012660102145,0.634880572481932,0.12269816305199154,0.23541923552470756,0.0042195736521514655,0.0005814542117981858,0.0022010010774191923
torsionnet500,fragment_066,JQTBWKNYWACCRU-UHFFFAOYSA-N,c1ccc(Sc2cccs2)cc1,2-3,12,anomeric|biaryl,0,2.2401573666138574,1.2139672458943954e-05,0.053127868914561345,0.25207394138215966,0.25208493013328487,0.2962883287739801,0.72104267839031,1.0988751125207141e-05,0.0,0.0011895574250059423,0.04575325458364927,0.8825386682594955,0.018580208242293825,0.013568244941027619,0.00017184124743425722,0.03938778272609946
torsionnet500,fragment_068,CDSLFJXMEOKCQF-UHFFFAOYSA-N,CNC(=S)NNC(C)=O,2-3,9,anomeric|conjugated,0,6.781229561427608,3.8467382746941064e-05,0.08347662984877448,0.45337874454864124,0.4535717973876366,0.7651844223325186,2.181097077094449,0.00019305283899534453,56.421636615811366,0.0031996572760274664,0.03798824605995062,0.8152664788011788,0.06326864529009626,0.07565571700795866,0.005017582474112014,0.0028033303667037946
torsionnet500,fragment_069,FCJSHPDYVMKCHI-UHFFFAOYSA-N,O=C(Oc1ccccc1)c1ccccc1,2-3,15,conjugated,1,7.283618518267758,4.1286301986627875e-07,0.00504579454665248,0.0816032577309675,0.08161578067840189,0.1778751852970166,2.226524995335732,1.2522947434395748e-05,0.0,0.0009071060397406232,0.5485432998623263,0.33336118974906515,0.11304971584195618,0.002706035866737669,0.001530386824831024,0.0008093718550837879
torsionnet500,fragment_070,OSAFFDYLMYICLO-UHFFFAOYSA-N,c1ccc(N(c2ccccc2)c2ncncn2)cc1,2-3,19,biaryl,0,2.8154302532202564,4.933162007108645e-05,0.46150516671406966,0.1332501098263245,0.13336813460823133,0.5586945778472007,0.8097121051374715,0.00011802478190683918,0.0,0.002069077535370064,0.004458661538015154,0.5339872526081457,4.891913976965608e-05,0.45361849302063795,0.0006550035833863678,0.007231670110045301
torsionnet500,fragment_072,LQJRWEBUMYCBBV-UHFFFAOYSA-N,COc1cccc2c1OCC2,2-3,11,gauche_effect|biaryl,0,1.6667188377468847,3.1154371657254455e-06,0.006169947493188101,0.10712000136311438,0.10712447998252825,0.11565020060619936,0.5652109438229005,4.478619413869622e-06,0.0,0.0004374219178443343,0.04276052607984037,0.17144837867879914,0.7796211477481724,0.0004928591150632261,0.003798290083182177,0.0018787982949426984
torsionnet500,fragment_073,UBDVFIRXMSXGEN-UHFFFAOYSA-N,C=NNS(=O)(=O)c1ccccc1,2-3,12,conjugated,0,6.956855942145921,3.7327001501507614e-07,0.15501984913320238,0.251278948041565,0.2512815371939397,0.7768749296228911,1.8839067595591328,2.5891523747212375e-06,0.0,0.00024328277638886218,0.14879661325235255,0.45652625206399583,0.23965728555044916,0.04667522864422746,0.10216689347457777,0.006177727014397118
torsionnet500,fragment_077,COIZPIPQMSOIDQ-UHFFFAOYSA-N,C=NOCC(=O)NC,2-3,8,conjugated,1,7.758993319090223,2.2260370157284517e-05,0.0032542003319324503,0.07951512838292726,0.08025458626330037,0.15360256479738588,2.30513462868253,0.0007394578803731067,0.0,0.0015427955683515882,0.4780456338578924,0.40226591544624246,0.11643425036393268,0.0032105337535928025,1.7815923514921044e-06,4.1884985988155665e-05
torsionnet500,fragment_078,BWEKDYGHDCHWEN-UHFFFAOYSA-N,CCCC=C(C)C,2-3,7,plain,0,4.32827806318528,0.00014748847009547652,0.03061857161970976,0.0332427354882337,0.038783469654228304,0.289747458547272,1.6452752133071429,0.0055407341659946055,133.3148404993065,0.005901517492365593,0.6608663478416196,0.30848674503765966,2.8335501010844064e-05,0.01194111012930102,0.015282396200067303,0.003395065290341435
torsionnet500,fragment_080,TUXDRFWDZPJPPD-UHFFFAOYSA-N,COc1ccccc1OC(F)(F)F,2-3,13,anomeric,1,4.868345806375146,1.4281823930833685e-07,0.01784480124500719,0.07959986901843845,0.07960159972497673,0.2018987093597848,1.3912507609753324,1.730706538277671e-06,167.26768377253813,0.0002079081060851388,0.45188868635965934,0.51204620269481,0.01822030970052354,0.00457036730784319,0.00848690403449853,0.004787529902665468
torsionnet500,fragment_081,ZHSJYBHCBFLWPF-UHFFFAOYSA-N,C=C(NC(C)=O)C(=O)NC,2-3,10,anomeric|conjugated,0,8.778606879117433,9.624495028988207e-06,0.05736588931078744,0.18192936202684784,0.18214975568450023,0.715098273087748,2.893135799444559,0.00022039365765239016,0.0,0.006350173530736005,0.404343952296587,0.5327394076247214,0.005550750767904013,0.04118933704421001,0.009398522226455513,0.006778030040121926
torsionnet500,fragment_083,HMNLBQZCXMPNEW-UHFFFAOYSA-N,CNC(=O)c1ccccc1OC(C)=O,2-3,14,biaryl,0,7.656716147321276,0.023944318638384015,0.2616009761013872,0.3314716393832204,0.4263672747183547,0.9463505438929872,1.764461724606056,0.09489563533513434,101.35922330097088,0.11816335896398059,0.009539867097399141,0.5466024970535549,0.18225665974765887,0.21466175319760622,0.026431959613816818,0.020507263289964186
torsionnet500,fragment_084,QHTUMQYGZQYEOZ-UHFFFAOYSA-N,CN1CCN(CCO)CC1,2-3,10,plain,0,5.536354864249006,6.35273157565845e-08,0.024639676650461566,0.06013897115832271,0.060140823076996745,0.3000196507262803,1.8734879631597814,1.8519186740367788e-06,0.0,0.00013161492645656685,0.3965374811721103,0.017577899261280103,0.561244942916148,0.02127823353465136,0.0010517355554974669,0.0023097075603127444
torsionnet500,fragment_085,IKMCCQSLXROONF-UHFFFAOYSA-N,CNC(=O)[C@H](C)OC(=O)c1ccccc1,2-3,15,anomeric|conjugated,0,10.36619686940685,0.026774879251258474,0.0052477198364476625,0.05586983503905993,0.5319372688761621,0.2407646641098283,3.233350128832841,0.47606743383710215,3.994452149791954,0.11840402536916324,0.5882270285919436,0.3346718090211106,0.07185344255049785,0.0039373015073577875,0.0012682345738560508,4.218375523382363e-05
torsionnet500,fragment_086,LHSQJUSBMLATGI-UHFFFAOYSA-N,CC(=O)NC1=NN(C)CC1,2-3,10,anomeric|amide|conjugated,0,7.301599060592707,1.410058159782522e-06,0.010969358261538604,0.17934057910573445,0.1793704539176701,0.3398970888733243,2.7626347440938175,2.9874811935642898e-05,0.4993065187239836,0.0015153284305836348,0.9324486079939466,0.03308722251601936,0.02349481122849531,0.004152006506077331,0.0034147048712146774,0.0034026468842465957
torsionnet500,fragment_089,CQOKWLPFOSCLQK-UHFFFAOYSA-N,CCOC(=O)N1c2ccccc2CC[C@H]1C,2-3,16,plain,0,13.353503759717569,0.11121301822230259,0.022085301417820082,0.46099949671094254,1.4605460377828665,0.7706742042756721,4.181237692012798,0.999546541071924,7.9889042995839645,0.09595677808144845,0.8898471684261473,0.07576314227986009,0.012304387876172607,0.007448725068155389,0.008217133208657117,0.006419443141007575
torsionnet500,fragment_090,YTFBEFPTDUGZNR-UHFFFAOYSA-N,CNc1sccc1C(N)=O,2-3,10,anomeric|conjugated,0,10.569080360466614,2.2240789414401477e-06,0.04298504890200676,0.3872389546886208,0.3872737580364958,0.8191025017159704,3.502836487125305,3.480334787497874e-05,0.4993065187239836,0.0010666489994191378,0.2012330315952993,0.7555657516205952,0.0002161678820987349,0.039189077707464874,0.00313472038802655,0.0006612508065153374
